,product_name,price,price_low,price_high,0-100 Kmph (sec),0-40 Kmph (sec),ABS,ARAI Mileage,Acceleration (0-100 Kmph),Additional Features,Additional Features Of Variant,Additional Storage,Adjustable Windscreen,Anti Theft Alarm,Artificial Exhaust Sound System,Battery Capacity,Battery Type,Battery Warranty,Bluetooth Connectivity,Body Graphics,Body Type,Boot Space,Brakes Front,Brakes Rear,Braking (60-0 Kmph),Braking Type,Call/SMS Alerts,Carry Hook,Carry hook,Central Locking,Charger Output,Charging At Charging Station,Charging At Home,Charging Network / Battery Swapping Network,Charging Point,Charging Station Locater,Charging Time(0-100%),Charging Time(0-80%),Claimed Range,Clock,Continious Power,Continuous Power,Cooling System,Cruise Control,DRLs,Display,Distance to Empty Indicator,Drive Type,Dry Weight,EBS,Electricity Consumed On Full Charge,Engine Kill Switch,External Speakers,Fast Charging,Fast Charging Time,Frame,Front Brake Diameter,Front Tyre Pressure (Rider),Fuel Gauge,Gear Box,Geo Fencing,Gradeability,Ground Clearance,Headlight,Height,Ignition,Instrument Console,Internet Connectivity,Kerb Weight,Keyless Ignition,LED Tail Lights,Length,Load Carrying Capacity,Low Battery Indicator,Max Torque,Mobile Application,Motor IP Rating,Motor Power (w),Motor Type,Motor Warranty,Music Control,Navigation,No. Of Batteries,OTA,Odometer,Operating System,Paddle,Pass Switch,Passenger Backrest,Passenger Footrest,Peak Power,Power Modes,Processor,Projector Headlights,Radial Tyre,Range (Eco Mode),Range (Normal Mode),Range (Sport Mode),Real Time Mileage Indicator,Rear Brake Diameter,Rear Tyre Pressure (Rider),Regenerative Braking,Removable Battery Weight,Reverse Assist,Riding Modes,Roadside Assistance,Saddle Height,Scooter Speed,Seat Type,Service Due Indicator,Speedometer,Starting,Stepup Seat,Suspension Front,Suspension Rear,Swappable Battery,Tachometer,Tail Light,Techometer,Top Speed,Torque (Motor),Torque (Wheel),Total Weight,Transmission,Tripmeter,Tubeless Tyre,Turn Signal Lamp,Tyre Size,USB Charging Port,Underseat storage,Water Proof Rating,Wheel Size,Wheelbase,Wheels Type,Width
100,Numeros Motors Diplos,"Rs.60,265 - 1.28 Lakh*",60265.0,128000.0,,,,,,"Live Monitoring Dashboards, Advance Statistics Dashboard, Vehicle Status DashBoard, Access your Vehicle Without a Key, Side Stand With Motor Cut-off, Drive Modes - Normal and Eco, Range IDC - 145 km/charge, OTC","Live Monitoring Dashboards, Advance Statistics Dashboard, Vehicle Status DashBoard, Access your Vehicle Without a Key, Side Stand With Motor Cut-off, Drive Modes - Normal and Eco, Range IDC - 145 km/charge, OTC",Yes,,Yes,,3.8 Kwh,NMC,,Bluetooth,,Electric Bikes,Yes,Disc,Disc,,Combine Braking System,,,,,1.1 Kw,,,,,,,,100 km/charge,,1500,1500,,,,Yes,,,,Yes,,,,Yes,,,220 mm,,,,Yes,14 Degree,175 mm,Halogen,1190 mm,,Digital,,135 kg,,,1995 mm,102 kg,,,,,2700,Hub Motor,,,,2,,Digital,,,,,,,,,,,90+ km/charge,75+ km/charge,,,180 mm,,,,,,,780 mm,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic Shock Absorber,Adjustable Dual Shock Absorber,Yes,Digital,LED,Digital,65 Kmph,,,,Automatic,Digital,,LED,Front :-90/90-12	Rear :-90/90-12,Yes,Yes,IP67,"Front :-304.8 mm,Rear :-304.8 mm",1425 mm,,705 mm
101,iVOOMi S1,"Rs.84,999*",84999.0,84999.0,,,,,,"Parking Assist, Keyless Operation","Parking Assist, Keyless Operation",,,Yes,,60 V / 35 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Drum,,,,,,,,,,,,,3-4 hours,,100- 115 km/charge,,,,,,Yes,Yes,,Hub Motor,,,,,,,,,180 mm,,,,,18 Degree,170 mm,LED,1120 mm,,,,78 kg,,,1720 mm,180 kg,,,,,2000,,,,,,,,,,,Yes,,,,,,,115 km/charge,,,,,,,,Yes,Yes,,760 mm,,Single,,Digital,Push Button Start,,Telescopic,Spring loaded Telescopic,Yes,,Bulb,,55 kmph,,,,,Digital,,Bulb,Front :-90-90/10	Rear :-90-100/10,Yes,,,"Front :-254 mm,Rear :-254 mm",1300 mm,Alloy,660 mm
102,Rowwet Eleq,Rs.1.16 Lakh*,115999.99999999999,115999.99999999999,,,,,,,,,,,,72 V / 30 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,,,,,,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,2000,,,,,,,Digital,,,,,,,,,,,145 km/charge,120 km/charge,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,65 kmph,,,,,Digital,Tubeless,LED,,Yes,,,,,Alloy,
103,Velev Motors VIO,"Rs.52,000*",52000.0,52000.0,,,,,,,,,,,,48 V/20 Ah,,,,,Electric Bikes,,Drum,Drum,,,,,,,,No,No,,,,,,60-70 km/charge,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,250,BLDC,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,25 kmph,,,,Automatic,Digital,,LED,,,,,,,Alloy,
104,Komaki LY,"Rs.95,866*",95866.0,95866.0,,,,,,"Smart BMS, Power Equivalent of a 100cc Class, Superior Suspension, Multiple Sensors, Self Diagnosis, Wireless Updatable Features, VIVID Smart Dash","Smart BMS, Power Equivalent of a 100cc Class, Superior Suspension, Multiple Sensors, Self Diagnosis, Wireless Updatable Features, VIVID Smart Dash",,,Yes,,62 V / 34 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,,,,,80-85km/charge,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,,
105,Merico Fashia,"Rs.61,311*",61311.0,61311.0,,,,,,Theft Protection,Theft Protection,0.5 L,,Yes,,60 V,VRLA,,,,Electric Bikes,,Disc,Disc,,,,,,Yes,,No,No,,Yes,,,,,Yes,,,,,,,,Hub Motor,,Yes,,,,,,High Rigid Tubular Frame,,,,,,12°,210 mm,LED,1260 mm,,Digital,,58.60 kg,,,1760 mm,150 kg,Yes,,,,250 W,BLDC,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Self Start Only,,Telescopic,,,,Bulb,,,,,94.12 kg,Automatic,Digital,Tubeless,Bulb,Front :-3-10	Rear :-3-10,,0.5 L,,"Front :-254 mm,Rear :-254 mm",1305 mm,Alloy,680 mm
106,Benling Aura,"Rs.94,296*",94296.0,94296.0,,5.2s,,,,"72 V Smart Controller, Regenerative Braking System, Smart Brake down Assistance system, Smart Parking Assistance, Detachable Battery","72 V Smart Controller, Regenerative Braking System, Smart Brake down Assistance system, Smart Parking Assistance, Detachable Battery",,,Yes,,72 V / 40 Ah,LFP/NCM,36 Month (50000 kms),,,Electric Bikes,,Disc,Drum,,,,,,,,No,No,,,,,,120 Km/charge,,3000,3000,,,,Yes,,Hub Drive,,,,,,Yes,,,,,,,,18°,165 mm,LED,1170 mm,,,,,,,1870 mm,248 kg,Yes,,,,3200,BLDC,,,,,,,,,,,Yes,,,,,Yes,120 Km/charge,,70-75 km/charge,,,,,,,Yes,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Telescopic,Yes,,LED,,65 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-90/90-12	Rear :-90/90-12,Yes,,,"Front :-304.8 mm,Rear :-304.8 mm",1380 mm,Alloy,670 mm
107,Kabira Mobility Aetos 100,"Rs.65,490*",65490.0,65490.0,,,,,,"Live tracking, Intelligent anti theft & SOS, Trip History & Ride Statistics","Live tracking, Intelligent anti theft & SOS, Trip History & Ride Statistics",,,Yes,,60 V/35 Ah,Lithium Ion,1 Year,,,Electric Bikes,,Disc,Disc,,,,,,,,No,No,,Yes,,,,110 km/charge,Yes,,,,,,Yes,,Hub Motor,,,,,,Yes,,Rainforced Steel,,,,,Yes,,,LED,1120 mm,,Digital,,,,,1720 mm,,Yes,,Yes,,250,BLDC,1 Year,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,"Remote Start,Push Button Start",,Spring Loaded,,,,LED,,24 kmph,,,,Automatic,Digital,Tubeless,LED,,,,,"Front :-254 mm,Rear :-254 mm",1300 mm,Alloy,670 mm
108,Thunderbolt Bee Plus,"Rs.86,999*",86999.0,86999.0,,,,,,,,,,,,,NMC,,,,Electric Bikes,,Disc,Disc,,,,,,,60 V 6 amp,,,,,,,,,,,,,,,Yes,,Hub Motor,,,,,,,,Metal,,,,,,,,Halogen,1371.6 mm,,Digital,,,,,1828.8 mm,150 kg,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,,,,,,,Bulb,,60 Kmph,,,70.5 kg,,,Tubeless,LED,,,,,,,,762 mm
109,Avon E Mate,"Rs.45,000*",45000.0,45000.0,,,No,,,,,,,Yes,,48 V/20 Ah,VRLA,,,,Electric Bikes,,Drum,Drum,,,,,,,,No,No,,,,,,65 km/charge,,,,,,,,,Hub Motor,,,,,,,,,,,No,,,,,Halogen,,,,,,,,,120 Kg,,,,,188,BLDC,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Single,,,Self Start Only,,,,,,Bulb,,18 kmph,,,,Automatic,,Tube,Bulb,"Front :-3.00-10,	Rear :-3.00-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,
110,EVeium CZAR,Rs.2.16 Lakh*,216000.0,216000.0,,,,,,"Riding Modes - Eco | Normal | Sport, Keyless Start, Find my Vehicle, Real-time Tracking, Over-speed Alert","Riding Modes - Eco | Normal | Sport, Keyless Start, Find my Vehicle, Real-time Tracking, Over-speed Alert",,,Yes,,"72 V, 42 Ah",Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,,,,,150 km/charge,,,,,,,,,Hub Motor,,Yes,,,,,,,,,,,Yes,,,LED,1090 mm,,,,115 kg,,,1890 mm,150 kg,,,Yes,,4000,BLDC,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,,,,,LED,,85 kmph,,,,,Digital,,LED,Front :-120/70-12	Rear :-120/70-12,,,,"Front :-304.8 mm,Rear :-304.8 mm",1390 mm,Alloy,720 mm
111,Deltic Trento,Rs.1.27 Lakh*,127000.0,127000.0,,,,,,"Keyless Start & Stop, Find My Bike, Three Drive Modes, Hazard Light, Side Stand Sensor","Keyless Start & Stop, Find My Bike, Three Drive Modes, Hazard Light, Side Stand Sensor",,,Yes,,72 V / 36 Ah,Lithium-Ion,3 Years,,,Electric Bikes,,Disc,Disc,,Combi Brake System,,,,Yes,72 V / 5 A Micro Charger With Auto Cut,,,,,,,,75 km/charge,,3000,3000,,,Yes,Yes,,,,,,,,,,,,,,,,10 Degree,180 mm,LED,1120 mm,,Digital,,85 kg (Without Bettery),,,1900 mm,,,,,,1800,BLDC,1 Years,,,1,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Single,,Digital,"Remote Start,Push Button Start",,Hydraulic Suspension (Telescopic Type),Hydraulic Spring (Monoshock),,,LED,,45 kmph,,,,,,Tubeless,LED,,Yes,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,730 mm
112,Stella Automobili BUZZ,"Rs.95,000*",95000.0,95000.0,,,,,,,,,,Yes,,2.16 kWh,Lithium Ion,,,,Electric Bikes,,Disc,Drum,,,,,,Yes,,,,,Yes,,,,90 km/charge,Yes,,,,Yes,,,,Hub Motor,,,,,,,,,,,,,,,180 mm,LED,,,Digital,,,,,,150 kg,,,,,2000,BLDC,,,,,,Digital,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,55 kmph,,,,,Digital,Tubeless,LED,,Yes,,,,,Alloy,
113,Raftaar Galaxy,"Rs.51,900*",51900.0,51900.0,,,,,,,,,,Yes,,64 V / 30 Ah,LFP,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,Yes,,,,100 km/charge,,,,,,,,,Hub Motor,,Yes,,,,,,,,,,,,25 Degree,,LED,,,,,,,,,,,,Yes,,250,BLDC,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Telescopic Suspension,Dual Tube Spring Type Hydraulic Shockers,Yes,,LED,,,,,,,Digital,Tubeless,LED,"Front :-90/100-10,	Rear :-90/100-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,
114,Tunwal Elektrika 60,"Rs.65,040*",65040.0,65040.0,,,,,,,,,,,,60 V/26 Ah,Lithium Ion,,,,"Electric Bikes, Moped Bikes",,Disc,Drum,,,,,,,,,,,Yes,,,,70-120 km/charge,,,,,,,Yes,,Hub Motor,,Yes,,,,,,High Rigid Tubular Frame,,,,,,,,LED,,,Digital,,,,,,,,,,,,BLDC,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydrolic Suspention,,,,LED,,,,,,,Digital,Tubeless,LED,Front :-3.00-12	Rear :-3.00-12,,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,
115,Avon E Star,"Rs.60,000*",60000.0,60000.0,,,No,,,,,,,,,48 V/33 Ah,Lead Acid,,,,Electric Bikes,,Drum,Drum,,,,,,,,No,No,,,,,,65 km/charge,,,,,,,,,Hub Motor,,,,,,,,,,,No,,,,,Halogen,,,,,,,,,120 kg,Yes,,,,1000,BLDC,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,Single,,,Self Start Only,,,,,,Bulb,,50 kmph,,,,Automatic,,Tube,Bulb,"Front :-3.00-10,	Rear :-3.00-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,
116,Hayasa Nirbhar,"Rs.65,550*",65550.0,65550.0,,,,,,Basket,Basket,,,,,,,,,,"Electric Bikes, Moped Bikes",,Disc,Disc,,,,,,,,,,,,,,,90 km/charge,,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,LED,1030 mm,,,,,,,1830 mm,150 kg,,,,,230,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,25 kmph,,,,,Digital,Tubeless,LED,Front :-3.00 - 10	Rear :-3.00 - 10,,,,"Front :-254 mm,Rear :-254 mm",,Alloy,720 mm
117,DAO 703,"Rs.99,999*",99999.0,99999.0,,,,,,"Charger - 10 A, Reverse Button, Intelligent Release System, Cruise Mode, Keyless Entry, Find My Scooter Function, One-Click Repair Function, Deep WATER Automatic Power Off, Forget Range Anxiety, Central Control Smart Lock","Charger - 10 A, Reverse Button, Intelligent Release System, Cruise Mode, Keyless Entry, Find My Scooter Function, One-Click Repair Function, Deep WATER Automatic Power Off, Forget Range Anxiety, Central Control Smart Lock",,,Yes,,60 V/30 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,Yes,,,,100 km/charge,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,13 degree,180 mm,LED,1120 mm,,Digital,,85 kg,,,1860 mm,150 kg,,,,,3500,BLDC,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,745 mm,,Single,,Digital,Push Button Start,,Telescopic Fork,Double Shocker,,,LED,,70 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-120/70-12	Rear :-100/80-12,,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,760 mm
118,RBSeVA Legend,"Rs.77,230*",77230.0,77230.0,,,,,,Battery Life - 3 Year,Battery Life - 3 Year,,,Yes,,60 V/30 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,Yes,,,,,Yes,,,,80-100 km/charge,,,,,,Yes,,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,Up to 200 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydraulic,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
119,Shema Tuff,"Rs.70,500*",70500.0,70500.0,,,,,,"Charger - 6 AMPS, Smart Charger, Basket","Charger - 6 AMPS, Smart Charger, Basket",,,,,48 V / 25 Ah,Lithium Ion,3 Years,,,"Electric Bikes, Moped Bikes",,Drum,Disc,,,,,,,,,,,,,,,75 km,,,,,,,,,Hub Motor,59.5 kg,,,,,,,,,,,,,10 Degress,,LED,800 mm,,,,,,,1750 mm,150 kg,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital,Push Button Start,,Telescopic,Coil type,,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00 - 16	Rear :-3.00 - 16,,,,"Front :-406.4 mm,Rear :-406.4 mm",,,630 mm
120,Birla DMS,Rs.1.63 - 2.31 Lakh*,163000.0,231000.0,,,,,,"Driving Modes - Drive, Sports, Parking, Reverse","Driving Modes - Drive, Sports, Parking, Reverse",,,Yes,,105 Ah,Lithium Ion,,,,Electric Bikes,,,,,Combi Brake System,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,Digital,Push Button Start,,Hydraulic Telescopic Suspension with Mono Shocker,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
121,Trinity Motors Saathi,"Rs.85,999 - 93,999*",85999.0,93999.0,,,,,,"Controller - 12 tube, One key repair, Basket","Controller - 12 tube, One key repair, Basket",,,,,48 V / 30 ah,LFP,,,,"Electric Bikes, Moped Bikes",,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,10 degree,,LED,,,Digital,,58 kg,,,,,Yes,,,,250,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Single,,Digital,Push Button Start,,,,,,LED,,25 kmph,,,,,,Tubeless,LED,,,,,,,Alloy,
122,Shema Fly,"Rs.61,000*",61000.0,61000.0,,,,,,"Charger - 6 AMPS, Smart Charger","Charger - 6 AMPS, Smart Charger",,,,,48 V / 25 Ah,Lithium Ion,3 Year,,,Electric Bikes,,Drum,Drum,,,,Yes,Yes,,,,,,,,,,75 Kms,,,,,,,,,Hub Motor,51.45 kg,,,,,,,,,,,,,10 Degress,,LED,780 mm,,,,,,,1800 mm,150 kg,,,,,250,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Telescopic,Coil type,,,LED,,25 Kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00 - 16	Rear :-3.00 - 16,,,,"Front :-406.4 mm,Rear :-406.4 mm",,Alloy,650 mm
123,DAO Zor 405,"Rs.77,349*",77349.0,77349.0,,,,,,"Charger - 4-7 A, Reinforced Front Basket, Emergency Rescue System, Intelligent Release System, One-Click Repair Function, Hazard Switch, Reverse Button","Charger - 4-7 A, Reinforced Front Basket, Emergency Rescue System, Intelligent Release System, One-Click Repair Function, Hazard Switch, Reverse Button",,,,,60 V/20 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,,,,,70 km/charge,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,13 degree,190 mm,LED,1050 mm,,Digital,,80 kg,,,1800 mm,250 kg,,,,,2100,BLDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,720 mm,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic Fork,Double Shocker,,,LED,,45 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00-10	Rear :-90/90-12,,,,"Front :-254 mm,Rear :-304.8 mm",,Alloy,700 mm
124,iGowise Mobility iGowise BeiGo X4,Rs.1.10 Lakh*,110000.00000000001,110000.00000000001,,,Single Channel,,,,,60 L,,,,,,,,,Electric Bikes,,,,,,,,,,,,,,Yes,,,,150 km/charge,,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,Yes,,,,,,,,,,,Digital,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,60 L,,,,,
125,M2GO X1,Rs.1.11 Lakh*,111000.00000000001,111000.00000000001,,,No,,,Outside Battery Temperature,Outside Battery Temperature,,,Yes,,60 V/26 Ah,Lithium-Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,No,No,,Yes,,,,120 km/charge,Yes,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,180 kg,Yes,,,,2020,,,,,,,Digital,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Self Start Only,,,,,,LED,,50 kmph,,,,Automatic,Digital,Tubeless,LED,,,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,
126,Odysse Electric E2Go,"Rs.59,750 - 71,100*",59750.0,71100.0,,,,,,Reverse gear,Reverse gear,,,Yes,,60V/28 Ah,Lithium-Ion,,,,Electric Bikes,,Disc,Drum,,,,,,,,No,No,,Yes,,,,60 km/charge,Digital,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,,,,,,,,,,,,250,BLDC,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Single,,Digital,Push Button Start,,Telescopic,Spring Hydraulic,,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
127,GT One,"Rs.62,850 - 85,945*",62850.0,85945.0,,,,,,"E -ABS, I-CAT, Parking Mode","E -ABS, I-CAT, Parking Mode",,,Yes,,60 V / 26 Ah,Lithium Ion,3 Year,,,Electric Bikes,,Disc,Disc,,,,Front & Rear,Front & Rear,Yes,,,,,,,,,60 - 65 km/hours,,,,,Yes,,,,Hub Motor,,,,,,,,High Strength Tubular Frame,,,,,,9 Degree,155 mm,LED,1070 mm,,TFT,,88 kg,,,1855 mm,140 kg,,,,,,BLDC,18 Month,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,725 mm,low,,,Digital,Push Button Start,,Hydraulic Telescopic,Double Shocker With Dual Tube Technology,,,LED,,,,,,Automatic,Digital,Tubeless,LED,Front :-3.00 - 10	Rear :-3.00 - 10,Yes,,,"Front :-254 mm,Rear :-254 mm",,Alloy,740 mm
128,Joy e-bike Wolf,"Rs.79,900*",79900.0,79900.0,,,,,,,,,,,,60 V / 23 Ah,Lithium-Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,,,,,,,,60 km/charge,Yes,,,,,,Yes,,Hub Motor,,,,,,Yes,,,,,,,,,,LED,1100 mm,,,,67 kg,,,1800 mm,140 kg,Yes,,,,250,BLDC,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic Fork,Dual adjustable shock absorbers,,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,460 mm
129,Benling Kriti,"Rs.64,151*",64151.0,64151.0,,1s,,,,"Smart Breakdown Maintenance System, Smart Parking Assistance","Smart Breakdown Maintenance System, Smart Parking Assistance",,,Yes,,48 V / 28 Ah,Lithium-ion,,,,Electric Bikes,,Drum,Disc,,,,Yes,Yes,,,No,No,,Yes,,,,60 km/charge,,1200,1200,,,,Yes,,Hub Motor,,,,,,,,,,,,,,8 Degree,160 mm,LED,1100 mm,,Digital,,66 kg,,,1775 mm,248 kg,Yes,,,,250,Brushless Motor,,,,,,,,,Yes,,Yes,,,,,Yes,60-70 km/charge,,60 km/charge,,,,,,,Yes,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Telescopic,Yes,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-90/90-12	Rear :-90/90-12,,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,740 mm
130,Okaya Faast F2B,"Rs.91,999*",91999.0,91999.0,,,,,,"Drive Modes - Eco | City | Sport, Walk Assist, Parking Mode","Drive Modes - Eco | City | Sport, Walk Assist, Parking Mode",,,Yes,,72 V / 30 Ah,Lithium Ferrous Phosphate,3 Years,,,Electric Bikes,,Drum,Drum,,Combi Brake System,,,,,,,,,,,,,80 - 85 km/charge,,1200 W,1200 W,,,Yes,Yes,,,,Yes,,,,Yes,,,130 mm,,,,,,,LED,,,Digital,,,,,,,Yes,,,,2500,BLDC,3 Years,,,1,,Digital,,,,,,,,,,,,,,,110 mm,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Dual Spring Loaded,Yes,,LED,,70 kmph,,,,,Digital,Tubeless,LED,,,,,"Front :-304.8 mm,Rear :-304.8 mm",,,
131,Kabira Mobility Intercity Aeolus,"Rs.71,490*",71490.0,71490.0,,,,,,"Live tracking, Intelligent anti theft & SOS, Trip History & Ride Statistics","Live tracking, Intelligent anti theft & SOS, Trip History & Ride Statistics",,,,,60 V/35 Ah,Lithium-Ion,3 Years,,,Electric Bikes,,Disc,Disc,,,,,,,,No,No,,Yes,,,,110 km/charge,,,,,,,Yes,,Hub Motor,,,,,,Yes,,Rainforced Steel,,,,,Yes,,,LED,1100 mm,,Digital,,,,,1750 mm,,Yes,,Yes,,250,BLDC,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,"Remote Start,Push Button Start",,Spring Loaded,,,,LED,,24 kmph,,,,Automatic,Digital,Tubeless,LED,,,,,"Front :-254 mm,Rear :-254 mm",1330 mm,Alloy,760 mm
132,Ujaas eGo LA,"Rs.34,880 - 39,880*",34880.0,39880.0,,,,,,"Wheel Locking Mechanism, Find my Scooter","Wheel Locking Mechanism, Find my Scooter",,,Yes,,60 V/26 Ah,Lead Acid,,,,Electric Bikes,,Drum,Drum,,,,,,,,No,No,,Yes,,,,75 km/charge,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,Yes,,,Yes,,,,250,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Hydraulic,,,LED,,,,,,Automatic,Digital,Tubeless,LED,"Front :-3.10-10,	Rear :-3.10-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,
133,RBSeVA Rider New,"Rs.70,750*",70750.0,70750.0,,,,,,Battery Life - 3 Year,Battery Life - 3 Year,,,Yes,,60 V/24 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,Yes,,,,,Yes,,,,70-80 km/charge,,,,,,Yes,,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,Up to 200 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydraulic,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
134,Fidato Evtech EasyGo Plus,"Rs.95,605*",95605.0,95605.0,,,,,,,,,,Yes,,60V/30 Ah,Lithium-Ion,,,,Electric Bikes,,Disc,Disc,,,,,,Yes,,,,,,,,,80-110 km/charge,,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,LED,1130 mm,,,,,,,1920 mm,200 kg,,,,,,Brushless DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydraulic,,,,LED,,,,,,,Digital,Tubeless,LED,Front :-90/100-12	Rear :-90/100-12,Yes,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,690 mm
